area_sqft,bhk,locality,location_type,age_of_property,furnishing,latitude,longitude,price,listing_type
1356,2,Whitefield,URBAN,17,Semi-Furnished,12.860485969643179,77.42739882990507,8681676,SALE
2471,3,Whitefield,RURAL,20,Semi-Furnished,12.816173737662817,77.48404217980202,10087035,SALE
803,2,HSR Layout,RURAL,15,Semi-Furnished,12.985311866418401,77.4617841442214,14829,RENT
3179,5,Koramangala,RURAL,10,Furnished,12.955506437178254,77.4762244961143,78082,RENT
1787,3,Electronic City,URBAN,9,Furnished,13.028379750829536,77.44120563165522,12224911,SALE
3853,5,Whitefield,URBAN,8,Furnished,13.031789416563242,77.62483276057444,28388176,SALE
1355,2,Whitefield,RURAL,11,Semi-Furnished,13.087980576136319,77.63737256282022,6315131,SALE
2112,3,Whitefield,URBAN,29,Semi-Furnished,12.817105263205562,77.73739590223761,11228550,SALE
1673,2,Koramangala,URBAN,28,Semi-Furnished,12.81169682594547,77.56709527057751,13839186,SALE
4211,4,Bellandur,RURAL,18,Unfurnished,13.096159114408298,77.61295388522979,16372899,SALE
3025,4,Indiranagar,URBAN,0,Unfurnished,12.993454363309086,77.79652162376445,84325,RENT
2782,4,HSR Layout,URBAN,17,Unfurnished,13.014611161900271,77.61273803334367,52372,RENT
1841,3,Koramangala,URBAN,13,Furnished,12.828944605920551,77.6294304351008,66139,RENT
3379,4,Bellandur,RURAL,21,Furnished,12.820943807254501,77.79836696595095,46473,RENT
2197,3,Whitefield,URBAN,20,Semi-Furnished,12.848076078180732,77.79765175257991,12775636,SALE
4790,5,Bellandur,URBAN,0,Unfurnished,12.92815868083924,77.56961217823891,32951614,SALE
4409,4,Koramangala,URBAN,16,Semi-Furnished,12.833052854819893,77.65397873184119,118457,RENT
1794,3,Koramangala,URBAN,10,Unfurnished,12.933900122132249,77.5923210031349,17781880,SALE
4681,5,Koramangala,URBAN,19,Unfurnished,12.9684607709304,77.68828618066289,37051202,SALE
1669,3,Indiranagar,RURAL,27,Semi-Furnished,12.800099890365534,77.77535460845336,8730394,SALE
4114,5,Electronic City,RURAL,14,Semi-Furnished,12.834273689237595,77.52386372334931,40017,RENT
929,2,HSR Layout,URBAN,3,Unfurnished,12.912558557530364,77.72755006817557,27290,RENT
4023,5,Indiranagar,URBAN,14,Unfurnished,12.815998937809042,77.66193957311039,84747,RENT
3358,4,Indiranagar,URBAN,21,Furnished,12.840058691993642,77.51207392050969,87828,RENT
3314,4,Electronic City,URBAN,21,Semi-Furnished,12.869538917136786,77.7189198632728,45947,RENT
3991,5,Indiranagar,URBAN,25,Semi-Furnished,12.928880424250295,77.57085320767904,89473,RENT
2547,4,Koramangala,RURAL,13,Semi-Furnished,13.014451159381013,77.44815887019253,47242,RENT
4973,5,Koramangala,RURAL,21,Semi-Furnished,12.839806583547754,77.79736654291032,28055260,SALE
3769,5,Bellandur,URBAN,0,Unfurnished,13.021387571572799,77.57025853318893,75987,RENT
1339,2,Whitefield,URBAN,25,Furnished,13.056518218915166,77.61662101895047,8852287,SALE
925,2,Indiranagar,URBAN,8,Semi-Furnished,12.99544363006557,77.72318469230551,10404828,SALE
401,1,Whitefield,URBAN,26,Unfurnished,12.81311770862834,77.78435045404797,9498,RENT
774,1,HSR Layout,URBAN,6,Unfurnished,12.932196106078232,77.74915513998413,6305939,SALE
2740,5,Koramangala,RURAL,22,Unfurnished,12.99801980049005,77.61002128312063,14065226,SALE
4405,4,Bellandur,RURAL,10,Unfurnished,13.093553940382193,77.61827843021325,54403,RENT
3452,4,HSR Layout,URBAN,22,Unfurnished,13.085542516420773,77.51235477464387,21378109,SALE
2765,3,Bellandur,RURAL,1,Semi-Furnished,12.918710946331975,77.58512115126364,41603,RENT
1925,3,Electronic City,URBAN,1,Semi-Furnished,12.984779321667528,77.77873555287006,11991639,SALE
4876,5,Koramangala,URBAN,5,Furnished,13.067244544208474,77.69077637757546,52499533,SALE
2046,3,HSR Layout,URBAN,22,Semi-Furnished,13.049313874212858,77.40475079629663,14903223,SALE
413,1,Electronic City,URBAN,18,Unfurnished,12.943826550233824,77.4466027127291,2751061,SALE
4999,5,HSR Layout,RURAL,28,Furnished,12.878372399267487,77.76952450798314,70823,RENT
2678,4,Bellandur,URBAN,19,Unfurnished,12.84112998403965,77.73948773157105,52778,RENT
3555,5,Electronic City,URBAN,13,Unfurnished,12.946394046524977,77.59446578629937,48062,RENT
529,1,Electronic City,URBAN,27,Semi-Furnished,13.016853762602986,77.6467913123469,2873130,SALE
4214,5,Koramangala,URBAN,2,Unfurnished,13.090930913964879,77.5158584041523,41286434,SALE
3616,5,Whitefield,URBAN,6,Semi-Furnished,13.058544471446927,77.71713230084016,24985212,SALE
3338,4,Bellandur,URBAN,6,Unfurnished,12.861272286574449,77.64132697875577,22653252,SALE
4328,5,Bellandur,URBAN,3,Furnished,13.01593343804674,77.67793028218236,100761,RENT
2440,4,Electronic City,URBAN,28,Unfurnished,12.88673037615753,77.5499639352036,9988465,SALE
427,1,Electronic City,URBAN,22,Semi-Furnished,13.005041778330078,77.5721752026046,8638,RENT
2513,3,Koramangala,URBAN,4,Unfurnished,12.999741638138232,77.48307283318579,25590422,SALE
1652,3,Whitefield,URBAN,16,Semi-Furnished,12.881729180877663,77.77922101716834,11060660,SALE
4756,5,Bellandur,URBAN,25,Semi-Furnished,12.870316586065186,77.77862280815462,77353,RENT
2446,3,Indiranagar,RURAL,3,Furnished,12.831181328776678,77.72710049889596,53283,RENT
4955,5,Indiranagar,URBAN,22,Semi-Furnished,12.815161891041388,77.77422204767967,115721,RENT
4423,5,Whitefield,URBAN,12,Furnished,13.05753531765694,77.66613122103215,98406,RENT
4796,5,HSR Layout,URBAN,15,Furnished,12.814954818390513,77.49386074772123,41334263,SALE
3774,5,Koramangala,URBAN,15,Unfurnished,12.826622349957535,77.70408420887699,96669,RENT
3866,5,Whitefield,URBAN,1,Furnished,12.87165561061046,77.53011048369669,92526,RENT
3481,4,Indiranagar,URBAN,17,Semi-Furnished,13.066297498538683,77.57619267571937,29422804,SALE
4178,5,Electronic City,URBAN,0,Semi-Furnished,12.899882108126658,77.50974006554215,24402355,SALE
1029,2,Indiranagar,URBAN,17,Furnished,12.857539867236978,77.56944876708852,11755481,SALE
669,1,Electronic City,URBAN,25,Unfurnished,13.014666648738528,77.67172694626268,3467144,SALE
3039,4,Koramangala,URBAN,29,Furnished,12.895720926460607,77.44424422452202,72986,RENT
2393,3,Electronic City,URBAN,7,Furnished,12.90000999142286,77.44208277159721,40924,RENT
3291,4,Whitefield,URBAN,10,Semi-Furnished,13.02169297878156,77.67350800483526,19843273,SALE
3832,4,Electronic City,URBAN,23,Unfurnished,12.875495844682492,77.71183246670984,42723,RENT
1680,3,HSR Layout,URBAN,23,Unfurnished,13.069028014311687,77.62058667388494,35759,RENT
2760,5,Whitefield,URBAN,14,Unfurnished,12.968426503399504,77.47265640562699,15938070,SALE
975,2,Koramangala,URBAN,15,Unfurnished,12.961349513351724,77.5723027393444,27703,RENT
1707,4,Whitefield,URBAN,16,Semi-Furnished,12.879425670519863,77.70327020895361,34358,RENT
3592,5,HSR Layout,URBAN,16,Unfurnished,13.050528302038977,77.674293240621,25741008,SALE
3578,5,Koramangala,RURAL,11,Unfurnished,12.97182486526145,77.44394619112775,67108,RENT
3134,4,Indiranagar,URBAN,9,Unfurnished,12.846654964371568,77.78765887238329,82006,RENT
2612,4,HSR Layout,URBAN,19,Semi-Furnished,12.861889471173429,77.48934555235454,20490245,SALE
2752,4,Koramangala,URBAN,5,Semi-Furnished,12.940476772646193,77.48815580183219,93747,RENT
3968,5,Electronic City,URBAN,7,Unfurnished,13.033892546724916,77.58394289909819,17760279,SALE
2055,3,Whitefield,URBAN,12,Semi-Furnished,13.081788582085087,77.53089725160002,13137298,SALE
1979,3,Koramangala,URBAN,1,Furnished,12.999049589113085,77.79359439545776,25160452,SALE
2603,4,Whitefield,URBAN,28,Unfurnished,12.951842974867489,77.43059590930166,13125788,SALE
1790,3,Electronic City,URBAN,18,Semi-Furnished,12.875219593253608,77.52257567636931,9446788,SALE
2142,3,Koramangala,URBAN,21,Unfurnished,13.001860388136725,77.55308886417092,17790928,SALE
2325,2,Indiranagar,URBAN,9,Unfurnished,13.094671926756051,77.59738359748877,58817,RENT
1019,2,HSR Layout,URBAN,3,Semi-Furnished,12.94286674266177,77.40656257149078,9426032,SALE
1674,3,Koramangala,URBAN,11,Furnished,12.848642563666969,77.43294485272332,59927,RENT
1356,2,Electronic City,URBAN,17,Unfurnished,12.831002174436254,77.50312385709192,6702884,SALE
2339,3,Koramangala,URBAN,6,Furnished,12.880776854779695,77.62160083267423,27724738,SALE
4353,5,Whitefield,URBAN,19,Semi-Furnished,12.970832605706374,77.70710862807739,25459333,SALE
2781,4,Bellandur,URBAN,23,Unfurnished,13.084041590327399,77.67459813952598,49589,RENT
1368,2,Koramangala,RURAL,23,Semi-Furnished,12.889749524919244,77.62680996508905,24848,RENT
1716,2,Indiranagar,URBAN,22,Semi-Furnished,12.891617351411481,77.55889313589107,15830694,SALE
1443,2,Koramangala,URBAN,25,Semi-Furnished,12.944353897733658,77.74827780090246,39443,RENT
681,2,HSR Layout,RURAL,24,Semi-Furnished,13.075562700529757,77.58390901730331,4281297,SALE
3244,4,Koramangala,URBAN,3,Unfurnished,12.925716515176727,77.51970112224357,32215981,SALE
1458,2,Bellandur,URBAN,6,Furnished,12.86696881755828,77.65173404594083,41105,RENT
4693,5,Whitefield,RURAL,9,Furnished,12.848939274494532,77.67684599863452,24784089,SALE
2932,4,Koramangala,URBAN,25,Unfurnished,12.937104610781745,77.55938809794354,23717215,SALE
4228,5,Indiranagar,URBAN,14,Unfurnished,13.040203230719044,77.41125731241837,99526,RENT
1408,2,Electronic City,URBAN,11,Furnished,12.887405721417318,77.4376526000947,8784311,SALE
1629,2,Koramangala,URBAN,0,Furnished,12.953756791769193,77.73823955675746,21888502,SALE
1435,3,Koramangala,URBAN,19,Unfurnished,12.980902481726766,77.42261916847413,40507,RENT
4985,5,HSR Layout,URBAN,17,Semi-Furnished,12.93514112349737,77.63680786681685,105300,RENT
675,1,Indiranagar,RURAL,24,Unfurnished,12.857507072405987,77.47348375417977,3802588,SALE
3140,4,Bellandur,RURAL,15,Furnished,13.076523703380456,77.49157051649767,16995419,SALE
2689,3,Electronic City,RURAL,4,Semi-Furnished,12.969634770570345,77.50933358389447,30547,RENT
1639,3,Whitefield,RURAL,18,Furnished,13.018740315174165,77.4153165544788,22864,RENT
525,1,Koramangala,RURAL,3,Semi-Furnished,12.99081290163138,77.47089410965611,4768806,SALE
4465,5,Bellandur,URBAN,5,Furnished,13.099414406518271,77.66019999380558,116305,RENT
4712,5,Electronic City,URBAN,25,Semi-Furnished,12.936893040331597,77.5994868544832,55731,RENT
4268,5,Whitefield,URBAN,16,Unfurnished,12.927491711989727,77.71893163429557,73471,RENT
1608,4,Bellandur,RURAL,6,Unfurnished,12.908041959827003,77.4244968426206,8675393,SALE
3649,5,Indiranagar,URBAN,23,Semi-Furnished,12.908488537802079,77.75555931850064,29616723,SALE
1318,2,Indiranagar,URBAN,22,Semi-Furnished,12.882731063215171,77.79855941275979,11917424,SALE
4323,5,Electronic City,URBAN,6,Unfurnished,13.094189037543964,77.40629598889952,20408371,SALE
4803,5,Whitefield,URBAN,8,Unfurnished,13.061234610290573,77.78705602621596,30243221,SALE
2369,3,Indiranagar,URBAN,12,Semi-Furnished,12.895001901487165,77.49434508518841,62958,RENT
3193,3,Electronic City,URBAN,19,Semi-Furnished,12.891568713394951,77.67701725528241,42957,RENT
1291,2,Indiranagar,URBAN,13,Unfurnished,12.831060196155518,77.51699337724197,30760,RENT
4870,5,Indiranagar,URBAN,15,Furnished,13.063109258152847,77.60872515149902,43167319,SALE
2433,3,Bellandur,URBAN,22,Unfurnished,12.911529815247983,77.60416740393447,14953206,SALE
1764,4,Bellandur,URBAN,8,Semi-Furnished,12.971784617643538,77.54444219177964,44162,RENT
528,1,Indiranagar,URBAN,14,Semi-Furnished,13.07011331866428,77.68701870731533,17890,RENT
1414,2,HSR Layout,URBAN,4,Furnished,12.922430194542262,77.63985459274532,41928,RENT
2199,3,Bellandur,URBAN,17,Unfurnished,13.042060413026853,77.60331080157727,41681,RENT
1918,4,Whitefield,RURAL,20,Semi-Furnished,12.929085687874627,77.7931357247673,9003580,SALE
4581,4,Electronic City,URBAN,19,Unfurnished,13.010282281705326,77.77600373047493,18149195,SALE
1598,4,Electronic City,URBAN,7,Semi-Furnished,12.929355322157654,77.78217433831746,31999,RENT
4273,4,Whitefield,URBAN,14,Furnished,12.917827740366407,77.75252958392132,28957128,SALE
2874,4,Whitefield,URBAN,20,Unfurnished,13.097212771868572,77.50206213550176,16072181,SALE
3885,5,Whitefield,RURAL,24,Unfurnished,12.983704952601073,77.53999041239128,11902138,SALE
4449,5,Whitefield,URBAN,8,Furnished,12.910217354486894,77.4924218478182,30490332,SALE
4119,5,Koramangala,URBAN,18,Semi-Furnished,12.877345843126045,77.79447075488913,111092,RENT
702,1,Electronic City,URBAN,28,Semi-Furnished,12.811929911068885,77.4610647479054,10698,RENT
4352,5,Koramangala,RURAL,25,Unfurnished,13.011969902074618,77.54660470222356,21654014,SALE
1386,1,Indiranagar,URBAN,21,Furnished,12.911647228458579,77.47961776988775,35875,RENT
2263,3,Indiranagar,URBAN,5,Unfurnished,13.04637624913363,77.4893815248737,20284195,SALE
4840,5,Electronic City,URBAN,3,Unfurnished,12.909160538186695,77.49883515392129,64164,RENT
3472,4,Indiranagar,RURAL,10,Semi-Furnished,12.91199875772751,77.65586827022398,58916,RENT
3524,5,Whitefield,URBAN,28,Semi-Furnished,13.033754301922027,77.43041974807662,54983,RENT
1727,3,Koramangala,URBAN,9,Semi-Furnished,12.946839997025796,77.62901194944952,56466,RENT
2808,3,Whitefield,URBAN,2,Semi-Furnished,13.065468431180417,77.72771449451363,56163,RENT
4073,5,Indiranagar,URBAN,0,Semi-Furnished,12.977040727011365,77.70660951064177,123673,RENT
3691,5,Bellandur,URBAN,11,Furnished,12.872193444054313,77.46046867931294,88104,RENT
4433,5,Koramangala,URBAN,22,Unfurnished,12.97048155629001,77.76589269391152,33243864,SALE
1103,2,Whitefield,URBAN,14,Furnished,12.80120050278041,77.7080361525619,27065,RENT
974,2,Electronic City,RURAL,14,Unfurnished,12.893719212415617,77.40212100437314,4003658,SALE
3632,5,Whitefield,URBAN,20,Semi-Furnished,12.862385702149343,77.69494945341583,62155,RENT
3032,4,Bellandur,URBAN,13,Furnished,12.996256356680881,77.6949686714488,74758,RENT
4228,5,Indiranagar,URBAN,25,Unfurnished,12.840811575049942,77.598726432216,86931,RENT
3630,5,Koramangala,URBAN,6,Semi-Furnished,12.887029234028443,77.41839296640255,37377891,SALE
888,2,Electronic City,RURAL,16,Semi-Furnished,12.899392566297019,77.63196237531294,3380048,SALE
1747,3,Koramangala,URBAN,23,Furnished,12.800987968659166,77.70629870401372,17891771,SALE
4081,5,Electronic City,URBAN,18,Furnished,12.81402997047585,77.5083496221284,22090715,SALE
3573,5,Koramangala,RURAL,6,Furnished,12.893337838393258,77.66682728730072,28162369,SALE
4989,5,Indiranagar,URBAN,27,Semi-Furnished,12.866706935957573,77.54157047801776,110822,RENT
2067,3,Electronic City,RURAL,2,Unfurnished,12.835072021584548,77.6295419331609,7311694,SALE
2037,3,HSR Layout,URBAN,29,Unfurnished,12.846248496906188,77.55382629977265,12144741,SALE
4514,5,Koramangala,RURAL,2,Furnished,13.050661088414026,77.52150458640712,36698596,SALE
3953,5,Koramangala,URBAN,25,Unfurnished,13.004995872653812,77.74236579017281,84599,RENT
1400,1,Whitefield,URBAN,24,Semi-Furnished,12.945235259300496,77.70153530367415,24240,RENT
1250,2,Electronic City,RURAL,28,Unfurnished,13.072662432871079,77.53817965358927,9944,RENT
1788,3,Bellandur,URBAN,17,Semi-Furnished,12.808865837282486,77.57385265664608,12077908,SALE
4112,5,HSR Layout,URBAN,29,Furnished,12.903480480783147,77.67668136715014,82682,RENT
1767,3,Indiranagar,URBAN,19,Unfurnished,13.047015115251217,77.72443151223621,14578675,SALE
1221,2,Whitefield,RURAL,21,Semi-Furnished,12.988486698375597,77.67373650512988,15772,RENT
854,1,HSR Layout,URBAN,13,Furnished,13.094506230347596,77.61637263227306,25033,RENT
2024,3,Electronic City,RURAL,2,Furnished,13.083354476986463,77.78175433277251,26673,RENT
3172,4,HSR Layout,URBAN,27,Furnished,12.850982747322496,77.70965744789662,62628,RENT
4126,5,Koramangala,URBAN,25,Furnished,13.091596099158702,77.44623674415652,110412,RENT
3547,5,Koramangala,RURAL,29,Unfurnished,13.083660435792222,77.62325563951681,16123466,SALE
4489,5,Whitefield,URBAN,25,Semi-Furnished,12.912083283522104,77.56382265655826,24043016,SALE
2590,3,Electronic City,URBAN,6,Unfurnished,13.094864087506686,77.71797425471631,35937,RENT
1316,2,Electronic City,URBAN,6,Semi-Furnished,12.810753245697368,77.41786521354298,8215085,SALE
4386,5,HSR Layout,URBAN,4,Furnished,12.99822516647399,77.56428942798497,129611,RENT
3275,4,Whitefield,URBAN,2,Unfurnished,12.879844341279323,77.5273105261374,59953,RENT
1840,3,Electronic City,RURAL,17,Furnished,12.838838928978596,77.4564743938319,20100,RENT
4800,5,Bellandur,URBAN,14,Semi-Furnished,12.973260477483153,77.55152164612782,98573,RENT
1135,2,Bellandur,URBAN,19,Furnished,12.89190509245556,77.6691201112738,31002,RENT
3968,5,Koramangala,URBAN,13,Unfurnished,13.000047603143345,77.54467115401302,93610,RENT
3738,4,HSR Layout,URBAN,28,Unfurnished,12.961994315634326,77.63200263014095,60868,RENT
3415,3,Indiranagar,URBAN,3,Semi-Furnished,12.917776820272598,77.63712471837573,33358927,SALE
3289,4,Koramangala,RURAL,26,Semi-Furnished,12.85454664839447,77.63484445082321,17546902,SALE
1361,2,Whitefield,URBAN,23,Unfurnished,12.980375059241654,77.61181275357768,20469,RENT
3389,4,Electronic City,URBAN,7,Unfurnished,13.048769188842666,77.44679529427296,15508137,SALE
4248,5,Koramangala,URBAN,28,Unfurnished,12.980001340552784,77.48738237097413,81839,RENT
1426,3,Indiranagar,URBAN,20,Unfurnished,12.983156766732106,77.72002683050039,11743425,SALE
4265,4,Indiranagar,RURAL,12,Semi-Furnished,12.953551209244331,77.60094619556908,24600251,SALE
3263,3,Bellandur,URBAN,21,Unfurnished,12.916472035198488,77.68243052633453,56094,RENT
2901,3,Whitefield,URBAN,7,Semi-Furnished,12.937237412490065,77.62796363208511,52914,RENT
2347,3,Koramangala,URBAN,14,Unfurnished,13.096862527136024,77.4154761018001,19870828,SALE
1577,3,HSR Layout,URBAN,16,Unfurnished,13.024900550631587,77.71848550760716,32977,RENT
411,1,Koramangala,URBAN,4,Furnished,12.929167839194,77.42572967781163,7558367,SALE
4799,4,Bellandur,URBAN,19,Furnished,12.937188919986356,77.77726962046343,93431,RENT
3764,5,Indiranagar,RURAL,3,Unfurnished,12.949889602324923,77.48615076868204,21597497,SALE
3422,4,Whitefield,RURAL,10,Semi-Furnished,12.997794258313643,77.60496245738406,13699890,SALE
3771,5,Whitefield,URBAN,17,Unfurnished,12.939787470264655,77.42543521698632,22305547,SALE
3230,3,HSR Layout,URBAN,9,Furnished,13.005853735531772,77.75797295146633,91884,RENT
442,1,Whitefield,URBAN,16,Unfurnished,12.898756341994355,77.79197610182592,3632937,SALE
1343,2,Bellandur,RURAL,29,Furnished,12.923191889606338,77.45851700108848,20172,RENT
2790,4,Bellandur,RURAL,14,Unfurnished,13.059215937411153,77.51831461699742,34219,RENT
2945,4,Bellandur,URBAN,5,Unfurnished,12.898671696410464,77.40634976871755,60903,RENT
2811,4,Whitefield,URBAN,22,Semi-Furnished,13.0893310199525,77.71478619678699,49766,RENT
1404,2,Whitefield,URBAN,20,Furnished,12.851751484095468,77.52458573307257,28692,RENT
420,2,Bellandur,URBAN,15,Furnished,12.872503944712152,77.63553498773673,5690492,SALE
806,2,Whitefield,URBAN,14,Furnished,12.939103925226473,77.41568740051201,21613,RENT
1414,3,Whitefield,URBAN,7,Semi-Furnished,13.03922261781661,77.6861841066699,33526,RENT
4831,5,Indiranagar,URBAN,8,Unfurnished,13.0194726432885,77.61176158534269,39906423,SALE
2238,3,Koramangala,URBAN,10,Semi-Furnished,12.852339805284318,77.68999209839953,22101928,SALE
3588,5,Electronic City,URBAN,26,Unfurnished,12.871005507790352,77.71582572526039,41114,RENT
1114,1,Whitefield,URBAN,1,Semi-Furnished,12.972578896715252,77.43569714647154,26610,RENT
4546,4,Electronic City,URBAN,26,Semi-Furnished,12.88854942358961,77.63123684831729,55867,RENT
4254,5,Electronic City,URBAN,12,Furnished,12.926697597343882,77.65997761355266,25003360,SALE
4819,5,Indiranagar,URBAN,3,Semi-Furnished,12.945978252646109,77.606687501578,149439,RENT
540,1,Whitefield,URBAN,26,Unfurnished,12.978273801605122,77.47296375930605,9847,RENT
4965,5,Bellandur,URBAN,8,Semi-Furnished,12.87531539733178,77.7182389136231,36438164,SALE
1363,2,Electronic City,URBAN,4,Semi-Furnished,12.848942043066488,77.79898333153584,8471318,SALE
772,1,Whitefield,URBAN,18,Unfurnished,12.919569016338208,77.7877081009714,5078646,SALE
4035,5,HSR Layout,URBAN,21,Furnished,12.824607867456681,77.7110118259909,92735,RENT
2941,4,Bellandur,URBAN,2,Unfurnished,12.958029551327273,77.56724308911457,60560,RENT
4010,4,HSR Layout,URBAN,29,Unfurnished,13.051881547770492,77.53492019913601,60639,RENT
2092,4,HSR Layout,URBAN,20,Unfurnished,12.835692697829817,77.42741831964034,14761604,SALE
505,1,Electronic City,URBAN,2,Semi-Furnished,12.833819159638859,77.56651452150068,3850841,SALE
2081,3,HSR Layout,URBAN,5,Semi-Furnished,12.824065339660207,77.46241943909273,52403,RENT
4497,5,Indiranagar,URBAN,27,Unfurnished,13.05435838692857,77.50173388540242,30909855,SALE
4416,5,Indiranagar,URBAN,9,Unfurnished,12.824211468478449,77.75675470927094,34256724,SALE
3036,4,Electronic City,URBAN,4,Furnished,13.09503861061532,77.78741025260449,19467014,SALE
2537,3,Whitefield,URBAN,29,Semi-Furnished,12.907499388213836,77.7794236001863,14026206,SALE
3816,5,Koramangala,URBAN,24,Semi-Furnished,12.898628647742743,77.47734227433736,90567,RENT
4845,5,Whitefield,RURAL,2,Semi-Furnished,12.827489525629115,77.76035768329413,69670,RENT
3930,5,Whitefield,URBAN,21,Semi-Furnished,12.975692363791525,77.45660212036012,20859703,SALE
1686,3,Whitefield,URBAN,23,Unfurnished,12.975764663705837,77.60306408315046,10470673,SALE
3579,5,Whitefield,URBAN,6,Unfurnished,12.948141748187043,77.65746534690575,22699396,SALE
4054,5,Bellandur,RURAL,21,Furnished,12.893306044164765,77.58498674924017,18045092,SALE
2759,3,Koramangala,URBAN,29,Semi-Furnished,12.910574267019626,77.78073497416672,22281031,SALE
844,2,Bellandur,URBAN,17,Semi-Furnished,12.896151018102122,77.53328508923664,21537,RENT
435,1,HSR Layout,RURAL,22,Unfurnished,12.92784392248415,77.61095106523922,2847948,SALE
1875,3,Whitefield,URBAN,7,Furnished,12.902536431644368,77.43017997419187,42210,RENT
4357,5,Indiranagar,RURAL,0,Unfurnished,13.002655195959575,77.74088983203126,72888,RENT
2198,3,Electronic City,RURAL,24,Semi-Furnished,12.888735941704182,77.56534535837758,7051632,SALE
2245,3,Electronic City,URBAN,3,Semi-Furnished,12.905251469448336,77.6802128462368,43461,RENT
1808,3,Bellandur,URBAN,23,Furnished,12.930637965436745,77.67289825241977,14293818,SALE
2108,3,Bellandur,URBAN,25,Unfurnished,12.801188550281271,77.6705051571337,12607147,SALE
3338,4,Indiranagar,URBAN,6,Semi-Furnished,12.947624772266268,77.60277531150298,30781483,SALE
1700,3,Whitefield,URBAN,13,Semi-Furnished,12.87674594095788,77.51100751621914,34684,RENT
1643,4,Koramangala,URBAN,12,Furnished,12.816845136207355,77.65003782342455,60400,RENT
4376,5,HSR Layout,URBAN,9,Semi-Furnished,13.073306389629439,77.78471660152448,102107,RENT
3497,4,Electronic City,URBAN,22,Semi-Furnished,12.89672562016608,77.73357970237852,16494927,SALE
409,1,HSR Layout,URBAN,17,Unfurnished,12.927825579101812,77.44350729262152,12104,RENT
2825,4,Koramangala,URBAN,0,Furnished,13.048202947501473,77.40927496063462,109943,RENT
2060,3,Bellandur,URBAN,3,Furnished,12.850036691226116,77.59958854274818,56263,RENT
3031,4,Electronic City,URBAN,27,Furnished,13.055092642874403,77.71033174068589,15915232,SALE
1472,2,HSR Layout,URBAN,15,Unfurnished,12.872491384423213,77.52556102126688,30144,RENT
3625,5,Bellandur,URBAN,15,Furnished,12.976711367484596,77.68049531116169,30505160,SALE
1716,3,Koramangala,URBAN,17,Semi-Furnished,13.005703514049854,77.77276850569552,48628,RENT
4545,4,HSR Layout,RURAL,7,Furnished,13.071504183760332,77.58359380277388,77703,RENT
4083,5,Whitefield,URBAN,9,Semi-Furnished,12.98229139840524,77.49766386249225,73704,RENT
3673,5,Bellandur,URBAN,15,Furnished,12.935969540375,77.76710314483209,29519593,SALE
545,1,Koramangala,URBAN,22,Furnished,12.971680805702533,77.58890558560148,7158894,SALE
3440,4,HSR Layout,URBAN,23,Unfurnished,12.860624738822061,77.56313572267004,63312,RENT
1862,3,Whitefield,URBAN,10,Furnished,13.006722300244956,77.54134462861637,40201,RENT
1984,3,Whitefield,URBAN,5,Furnished,12.856064213615166,77.56920678097553,16824252,SALE
882,3,Koramangala,URBAN,0,Unfurnished,12.967174283623477,77.66946314167295,12430004,SALE
3579,5,Indiranagar,RURAL,29,Semi-Furnished,12.994281098408146,77.57348785088806,48759,RENT
1649,3,Electronic City,URBAN,28,Furnished,13.069574954122325,77.52968955542369,26442,RENT
1030,2,Koramangala,URBAN,28,Furnished,12.935056947793285,77.69745506622388,9800900,SALE
1061,2,Whitefield,RURAL,11,Semi-Furnished,13.032599967976763,77.48118857080976,15830,RENT
3903,5,Whitefield,URBAN,24,Unfurnished,12.850259146491284,77.48077348985636,21054813,SALE
3252,5,Koramangala,URBAN,5,Furnished,12.846858943620148,77.67857421461959,115379,RENT
2866,4,Indiranagar,URBAN,27,Unfurnished,12.957439404115979,77.74668261207579,56198,RENT
1387,3,Electronic City,URBAN,12,Semi-Furnished,12.97890222953303,77.49648433579885,24426,RENT
1946,4,HSR Layout,URBAN,25,Semi-Furnished,12.989702312219872,77.47644998999057,42332,RENT
1049,2,Koramangala,URBAN,16,Unfurnished,13.023702212607134,77.6681223525163,10932759,SALE
1368,2,Electronic City,RURAL,0,Semi-Furnished,12.888479446328363,77.64832100870926,17269,RENT
3037,4,Electronic City,RURAL,7,Semi-Furnished,12.986782316555736,77.57890093860784,33831,RENT
1500,3,Bellandur,RURAL,21,Furnished,12.856441736241898,77.43834425593934,24316,RENT
840,2,Whitefield,RURAL,7,Unfurnished,12.86569931271637,77.43671417239275,12490,RENT
1169,2,HSR Layout,URBAN,23,Furnished,12.820192666512165,77.71093671561773,28045,RENT
1743,3,Koramangala,URBAN,10,Unfurnished,13.02410017584162,77.58070764695827,51225,RENT
4758,5,Whitefield,URBAN,13,Furnished,12.952097891115676,77.74318683649662,29063881,SALE
4129,5,Bellandur,URBAN,23,Semi-Furnished,12.87145571167987,77.62989346061555,67134,RENT
4306,5,Bellandur,RURAL,9,Unfurnished,12.966871317710087,77.64749525648705,17411720,SALE
1977,3,Whitefield,URBAN,14,Unfurnished,12.906272059590137,77.77367777676342,12502090,SALE
4408,5,Indiranagar,RURAL,6,Unfurnished,13.05116297308678,77.46584635761577,23225257,SALE
3751,5,Electronic City,RURAL,6,Unfurnished,12.95844436423861,77.6172096917188,12856379,SALE
